1, 22.5068240141024251977053975857
2, 47.4339910975268121040885295295
3, 269.454030990475169988759774084
4, 269.451755457152254845570656175
5, 269.457853432253494104697160577
6, 269.456677517774171614816583274
7, 269.446247094101623686612786351
8, 269.362115315246065904468798727
9, 269.455399517058131133684086045
10, 269.415058082631155975627321983
11, 269.458339103468911044377972475
12, 269.452204892037886530968464541
13, 269.377717413645285021365328129
14, 269.431317595062045648278413332
15, 269.446879499805929537634155734
16, 269.331753163777213896775842868
